Vardas         Pavarde        Galutinis vid. 
Vardas9819     Pavarde9819     3.68
Vardas9820     Pavarde9820     4.88
Vardas9821     Pavarde9821     2.44
Vardas9825     Pavarde9825     3.16
Vardas9827     Pavarde9827     4.08
Vardas9830     Pavarde9830      3.8
Vardas9833     Pavarde9833      4.6
Vardas9834     Pavarde9834     3.12
Vardas9835     Pavarde9835     3.52
Vardas9837     Pavarde9837     4.16
Vardas9839     Pavarde9839     4.48
Vardas9842     Pavarde9842     1.88
Vardas9843     Pavarde9843     2.12
Vardas9848     Pavarde9848      4.2
Vardas9849     Pavarde9849     3.84
Vardas9857     Pavarde9857     4.12
Vardas9861     Pavarde9861     3.84
Vardas9867     Pavarde9867     3.08
Vardas9868     Pavarde9868     4.68
Vardas9869     Pavarde9869     3.84
Vardas9872     Pavarde9872     3.88
Vardas9873     Pavarde9873     4.88
Vardas9874     Pavarde9874     4.48
Vardas9875     Pavarde9875     3.68
Vardas9876     Pavarde9876     3.48
Vardas9881     Pavarde9881     3.08
Vardas9885     Pavarde9885     3.44
Vardas9886     Pavarde9886     2.72
Vardas9888     Pavarde9888      2.8
Vardas9890     Pavarde9890      3.6
Vardas9893     Pavarde9893     4.52
Vardas9894     Pavarde9894     2.68
Vardas9895     Pavarde9895     4.12
Vardas9896     Pavarde9896     3.92
Vardas9897     Pavarde9897     4.36
Vardas9899     Pavarde9899      3.2
Vardas9900     Pavarde9900     4.88
Vardas9901     Pavarde9901     4.12
Vardas9909     Pavarde9909     4.04
Vardas9911     Pavarde9911     4.64
Vardas9912     Pavarde9912     3.92
Vardas9913     Pavarde9913     4.96
Vardas9915     Pavarde9915     1.88
Vardas9919     Pavarde9919      2.6
Vardas9922     Pavarde9922     3.96
Vardas9927     Pavarde9927     2.68
Vardas9931     Pavarde9931     3.64
Vardas9933     Pavarde9933      3.8
Vardas9934     Pavarde9934     4.88
Vardas9935     Pavarde9935     4.56
Vardas9941     Pavarde9941     3.56
Vardas9942     Pavarde9942     3.84
Vardas9944     Pavarde9944     4.24
Vardas9952     Pavarde9952     4.44
Vardas9956     Pavarde9956     4.52
Vardas9959     Pavarde9959     4.88
Vardas9961     Pavarde9961     4.96
Vardas9962     Pavarde9962     3.72
Vardas9967     Pavarde9967     3.68
Vardas9973     Pavarde9973     3.28
Vardas9978     Pavarde9978     3.24
Vardas9979     Pavarde9979     4.12
Vardas9980     Pavarde9980      3.4
Vardas9981     Pavarde9981     4.32
Vardas9982     Pavarde9982     4.84
Vardas9986     Pavarde9986     3.12
Vardas9987     Pavarde9987     3.04
Vardas9989     Pavarde9989     3.24
Vardas9990     Pavarde9990     4.84
Vardas9992     Pavarde9992     3.24
Vardas9993     Pavarde9993     3.52
Vardas9994     Pavarde9994     3.36
Vardas9999     Pavarde9999     3.48
Vardas10000    Pavarde10000    4.32
Vardas10002    Pavarde10002    3.56
Vardas10003    Pavarde10003     3.6
Vardas10005    Pavarde10005       3
Vardas10008    Pavarde10008    2.12
Vardas10010    Pavarde10010    3.28
Vardas10011    Pavarde10011    4.96
Vardas10014    Pavarde10014     3.4
Vardas10016    Pavarde10016    3.84
Vardas10019    Pavarde10019    4.72
Vardas10020    Pavarde10020    4.84
Vardas10021    Pavarde10021     2.2
Vardas10022    Pavarde10022    4.32
Vardas10024    Pavarde10024    4.32
Vardas10026    Pavarde10026    3.52
Vardas10027    Pavarde10027    4.64
Vardas10031    Pavarde10031    3.28
Vardas10034    Pavarde10034    4.44
Vardas10035    Pavarde10035    3.52
Vardas10037    Pavarde10037     2.6
Vardas10039    Pavarde10039    3.72
Vardas10046    Pavarde10046    4.24
Vardas10047    Pavarde10047    2.44
Vardas10048    Pavarde10048     3.2
Vardas10052    Pavarde10052     3.8
Vardas10054    Pavarde10054    3.96
Vardas10059    Pavarde10059    3.52
Vardas10061    Pavarde10061    4.28
Vardas10064    Pavarde10064    2.44
Vardas10071    Pavarde10071    4.72
Vardas10078    Pavarde10078    2.64
Vardas10081    Pavarde10081    2.28
Vardas10082    Pavarde10082    4.76
Vardas10085    Pavarde10085     3.8
Vardas10089    Pavarde10089    4.12
Vardas10090    Pavarde10090    4.92
Vardas10091    Pavarde10091    3.96
Vardas10095    Pavarde10095    4.64
Vardas10096    Pavarde10096    2.12
Vardas10099    Pavarde10099    2.96
Vardas10100    Pavarde10100    4.72
Vardas10103    Pavarde10103    2.04
Vardas10105    Pavarde10105    4.28
Vardas10109    Pavarde10109     2.6
Vardas10114    Pavarde10114    3.44
Vardas10115    Pavarde10115       4
Vardas10118    Pavarde10118     4.8
Vardas10119    Pavarde10119     4.8
Vardas10120    Pavarde10120    3.28
Vardas10122    Pavarde10122    4.76
Vardas10123    Pavarde10123    3.08
Vardas10125    Pavarde10125    2.52
Vardas10127    Pavarde10127    3.92
Vardas10129    Pavarde10129    2.68
Vardas10130    Pavarde10130     4.8
Vardas10134    Pavarde10134    4.68
Vardas10143    Pavarde10143    3.16
Vardas10146    Pavarde10146    2.96
Vardas10149    Pavarde10149    4.08
Vardas10154    Pavarde10154    3.08
Vardas10155    Pavarde10155    3.96
Vardas10156    Pavarde10156    4.24
Vardas10157    Pavarde10157    4.48
Vardas10158    Pavarde10158    2.12
Vardas10161    Pavarde10161    3.88
Vardas10163    Pavarde10163     3.4
Vardas10164    Pavarde10164    2.44
Vardas10171    Pavarde10171    3.32
Vardas10172    Pavarde10172    3.32
Vardas10173    Pavarde10173    3.64
Vardas10176    Pavarde10176    4.72
Vardas10179    Pavarde10179    3.24
Vardas10183    Pavarde10183    2.84
Vardas10185    Pavarde10185    2.68
Vardas10186    Pavarde10186    4.92
Vardas10190    Pavarde10190    3.64
Vardas10191    Pavarde10191    2.72
Vardas10196    Pavarde10196    3.92
Vardas10198    Pavarde10198    3.84
Vardas10199    Pavarde10199    3.52
Vardas10201    Pavarde10201    4.72
Vardas10203    Pavarde10203    4.68
Vardas10204    Pavarde10204    4.16
Vardas10205    Pavarde10205    4.92
Vardas10213    Pavarde10213    3.76
Vardas10215    Pavarde10215    2.88
Vardas10221    Pavarde10221    3.84
Vardas10223    Pavarde10223    4.08
Vardas10226    Pavarde10226    4.88
Vardas10230    Pavarde10230    3.68
Vardas10231    Pavarde10231     3.6
Vardas10233    Pavarde10233       3
Vardas10236    Pavarde10236    2.44
Vardas10238    Pavarde10238    3.28
Vardas10240    Pavarde10240    3.48
Vardas10242    Pavarde10242    4.16
Vardas10257    Pavarde10257    3.36
Vardas10258    Pavarde10258    3.12
Vardas10261    Pavarde10261    3.48
Vardas10265    Pavarde10265    3.24
Vardas10266    Pavarde10266     4.8
Vardas10267    Pavarde10267    3.84
Vardas10272    Pavarde10272    4.16
Vardas10277    Pavarde10277     3.2
Vardas10283    Pavarde10283    3.48
Vardas10286    Pavarde10286    3.36
Vardas10291    Pavarde10291    2.92
Vardas10293    Pavarde10293     4.8
Vardas10294    Pavarde10294    4.56
Vardas10296    Pavarde10296    4.12
Vardas10298    Pavarde10298    3.16
Vardas10304    Pavarde10304    4.28
Vardas10307    Pavarde10307    4.92
Vardas10309    Pavarde10309    2.12
Vardas10313    Pavarde10313     3.4
Vardas10315    Pavarde10315    4.92
Vardas10316    Pavarde10316    4.52
Vardas10319    Pavarde10319    4.44
Vardas10320    Pavarde10320    4.72
Vardas10322    Pavarde10322    2.68
Vardas10326    Pavarde10326     4.6
Vardas10327    Pavarde10327    3.76
Vardas10328    Pavarde10328       4
Vardas10331    Pavarde10331    3.48
Vardas10332    Pavarde10332    4.44
Vardas10333    Pavarde10333    4.44
Vardas10335    Pavarde10335    4.84
Vardas10338    Pavarde10338     3.8
Vardas10340    Pavarde10340    3.72
Vardas10342    Pavarde10342     3.6
Vardas10348    Pavarde10348    3.64
Vardas10349    Pavarde10349       4
Vardas10354    Pavarde10354    4.28
Vardas10355    Pavarde10355    3.64
Vardas10357    Pavarde10357    4.24
Vardas10361    Pavarde10361    4.56
Vardas10362    Pavarde10362    4.44
Vardas10364    Pavarde10364    3.52
Vardas10372    Pavarde10372    3.44
Vardas10373    Pavarde10373    2.64
Vardas10374    Pavarde10374    4.36
Vardas10375    Pavarde10375    3.92
Vardas10376    Pavarde10376    2.12
Vardas10378    Pavarde10378    4.32
Vardas10380    Pavarde10380     1.8
Vardas10381    Pavarde10381    2.56
Vardas10386    Pavarde10386    2.04
Vardas10387    Pavarde10387    4.72
Vardas10388    Pavarde10388    3.24
Vardas10389    Pavarde10389     3.2
Vardas10391    Pavarde10391    4.76
Vardas10393    Pavarde10393    3.08
Vardas10395    Pavarde10395    4.04
Vardas10396    Pavarde10396    4.84
Vardas10398    Pavarde10398    3.76
Vardas10399    Pavarde10399    3.76
Vardas10400    Pavarde10400    2.44
Vardas10402    Pavarde10402     3.6
Vardas10406    Pavarde10406     3.8
Vardas10412    Pavarde10412    4.28
Vardas10413    Pavarde10413    4.92
Vardas10415    Pavarde10415    3.76
Vardas10417    Pavarde10417     2.4
Vardas10424    Pavarde10424    3.52
Vardas10427    Pavarde10427    3.04
Vardas10428    Pavarde10428    4.92
Vardas10433    Pavarde10433    2.36
Vardas10435    Pavarde10435    2.04
Vardas10439    Pavarde10439     4.4
Vardas10441    Pavarde10441    2.92
Vardas10445    Pavarde10445    4.48
Vardas10446    Pavarde10446     2.6
Vardas10449    Pavarde10449    3.36
Vardas10451    Pavarde10451    4.72
Vardas10453    Pavarde10453    2.64
Vardas10454    Pavarde10454    3.96
Vardas10461    Pavarde10461    2.76
Vardas10463    Pavarde10463    4.44
Vardas10464    Pavarde10464       4
Vardas10466    Pavarde10466    4.64
Vardas10472    Pavarde10472    3.56
Vardas10476    Pavarde10476    4.84
Vardas10478    Pavarde10478    3.08
Vardas10480    Pavarde10480    3.76
Vardas10481    Pavarde10481    2.44
Vardas10484    Pavarde10484    2.92
Vardas10489    Pavarde10489    4.88
Vardas10491    Pavarde10491    4.88
Vardas10493    Pavarde10493    2.84
Vardas10495    Pavarde10495    3.04
Vardas10497    Pavarde10497     4.2
Vardas10498    Pavarde10498    3.28
Vardas10500    Pavarde10500    3.32
Vardas10502    Pavarde10502    3.84
Vardas10505    Pavarde10505    4.16
Vardas10507    Pavarde10507    2.44
Vardas10511    Pavarde10511    3.16
Vardas10514    Pavarde10514    3.96
Vardas10515    Pavarde10515    3.56
Vardas10517    Pavarde10517    3.28
Vardas10519    Pavarde10519    3.72
Vardas10521    Pavarde10521    3.12
Vardas10523    Pavarde10523    4.84
Vardas10524    Pavarde10524    4.68
Vardas10525    Pavarde10525       3
Vardas10528    Pavarde10528    2.44
Vardas10531    Pavarde10531    2.88
Vardas10534    Pavarde10534    2.76
Vardas10538    Pavarde10538     4.8
Vardas10540    Pavarde10540    3.04
Vardas10544    Pavarde10544     2.6
Vardas10547    Pavarde10547    4.24
Vardas10549    Pavarde10549     4.4
Vardas10550    Pavarde10550    2.92
Vardas10551    Pavarde10551     4.8
Vardas10552    Pavarde10552     2.6
Vardas10563    Pavarde10563    4.84
Vardas10567    Pavarde10567     2.8
Vardas10571    Pavarde10571    2.72
Vardas10572    Pavarde10572     4.2
Vardas10574    Pavarde10574    3.32
Vardas10575    Pavarde10575    3.72
Vardas10576    Pavarde10576    4.24
Vardas10577    Pavarde10577    4.12
Vardas10579    Pavarde10579    2.84
Vardas10582    Pavarde10582    4.88
Vardas10584    Pavarde10584    4.24
Vardas10586    Pavarde10586    4.04
Vardas10588    Pavarde10588    4.88
Vardas10592    Pavarde10592    4.68
Vardas10594    Pavarde10594    4.36
Vardas10596    Pavarde10596    3.92
Vardas10599    Pavarde10599    4.88
Vardas10601    Pavarde10601    3.96
Vardas10603    Pavarde10603    3.24
Vardas10605    Pavarde10605    3.04
Vardas10612    Pavarde10612    3.64
Vardas10625    Pavarde10625    4.48
Vardas10627    Pavarde10627    3.52
Vardas10629    Pavarde10629    2.84
Vardas10631    Pavarde10631    2.52
Vardas10632    Pavarde10632    4.68
Vardas10634    Pavarde10634     4.8
Vardas10635    Pavarde10635     4.6
Vardas10636    Pavarde10636    3.12
Vardas10637    Pavarde10637    3.28
Vardas10638    Pavarde10638    3.24
Vardas10639    Pavarde10639    4.08
Vardas10642    Pavarde10642    4.16
Vardas10651    Pavarde10651    3.96
Vardas10654    Pavarde10654    2.28
Vardas10655    Pavarde10655       3
Vardas10657    Pavarde10657    2.88
Vardas10658    Pavarde10658    4.52
Vardas10660    Pavarde10660    4.12
Vardas10661    Pavarde10661    3.36
Vardas10669    Pavarde10669    4.84
Vardas10670    Pavarde10670    4.08
Vardas10676    Pavarde10676    4.28
Vardas10677    Pavarde10677    4.56
Vardas10681    Pavarde10681       3
Vardas10689    Pavarde10689    3.96
Vardas10690    Pavarde10690       4
Vardas10691    Pavarde10691    4.92
Vardas10698    Pavarde10698    3.96
Vardas10700    Pavarde10700    2.92
Vardas10704    Pavarde10704    2.84
Vardas10705    Pavarde10705    3.12
Vardas10706    Pavarde10706    4.84
Vardas10707    Pavarde10707     3.8
Vardas10710    Pavarde10710    4.44
Vardas10714    Pavarde10714    2.84
Vardas10716    Pavarde10716    3.48
Vardas10721    Pavarde10721    2.96
Vardas10723    Pavarde10723    3.44
Vardas10726    Pavarde10726    4.76
Vardas10729    Pavarde10729    3.44
Vardas10731    Pavarde10731    3.48
Vardas10734    Pavarde10734    4.84
Vardas10736    Pavarde10736    3.52
Vardas10740    Pavarde10740    3.24
Vardas10743    Pavarde10743    3.72
Vardas10744    Pavarde10744     2.4
Vardas10746    Pavarde10746    2.44
Vardas10748    Pavarde10748    2.36
Vardas10749    Pavarde10749     2.6
Vardas10750    Pavarde10750    3.16
Vardas10751    Pavarde10751    3.48
Vardas10752    Pavarde10752    2.56
Vardas10755    Pavarde10755    3.28
Vardas10759    Pavarde10759    4.68
Vardas10764    Pavarde10764    4.88
Vardas10765    Pavarde10765     2.6
Vardas10766    Pavarde10766    4.28
Vardas10770    Pavarde10770    4.48
Vardas10771    Pavarde10771    3.28
Vardas10773    Pavarde10773    3.52
Vardas10774    Pavarde10774    4.28
Vardas10775    Pavarde10775     3.8
Vardas10776    Pavarde10776    4.68
Vardas10781    Pavarde10781     4.6
Vardas10783    Pavarde10783    3.84
Vardas10788    Pavarde10788     1.8
Vardas10789    Pavarde10789    3.32
Vardas10792    Pavarde10792    4.96
Vardas10797    Pavarde10797    4.92
Vardas10799    Pavarde10799    3.68
Vardas10804    Pavarde10804       3
Vardas10806    Pavarde10806    4.68
Vardas10807    Pavarde10807    4.68
Vardas10813    Pavarde10813    2.44
Vardas10814    Pavarde10814    4.92
Vardas10822    Pavarde10822    4.68
Vardas10823    Pavarde10823    3.48
Vardas10828    Pavarde10828    4.12
Vardas10829    Pavarde10829     3.8
Vardas10830    Pavarde10830    3.24
Vardas10831    Pavarde10831    3.88
Vardas10835    Pavarde10835       4
Vardas10836    Pavarde10836    3.88
Vardas10837    Pavarde10837     3.8
Vardas10838    Pavarde10838    3.92
Vardas10840    Pavarde10840    4.32
Vardas10844    Pavarde10844    2.96
Vardas10848    Pavarde10848     3.4
Vardas10851    Pavarde10851    4.28
Vardas10852    Pavarde10852    4.64
Vardas10853    Pavarde10853    3.12
Vardas10858    Pavarde10858    4.68
Vardas10860    Pavarde10860     3.6
Vardas10861    Pavarde10861    4.36
Vardas10864    Pavarde10864    2.24
Vardas10865    Pavarde10865    4.96
Vardas10866    Pavarde10866     4.6
Vardas10872    Pavarde10872     2.6
Vardas10874    Pavarde10874    4.08
Vardas10876    Pavarde10876    2.92
Vardas10877    Pavarde10877    3.52
Vardas10878    Pavarde10878    3.56
Vardas10881    Pavarde10881    4.68
Vardas10890    Pavarde10890    4.28
Vardas10894    Pavarde10894    3.08
Vardas10897    Pavarde10897    3.56
Vardas10898    Pavarde10898     2.2
Vardas10902    Pavarde10902    4.64
Vardas10904    Pavarde10904    3.88
Vardas10906    Pavarde10906    2.12
Vardas10908    Pavarde10908    2.76
Vardas10909    Pavarde10909    4.76
Vardas10912    Pavarde10912     2.6
Vardas10914    Pavarde10914    2.92
Vardas10915    Pavarde10915    3.64
Vardas10918    Pavarde10918    3.76
Vardas10919    Pavarde10919     3.4
Vardas10920    Pavarde10920    4.96
Vardas10921    Pavarde10921    4.76
Vardas10922    Pavarde10922    3.96
Vardas10923    Pavarde10923    4.84
Vardas10929    Pavarde10929    3.16
Vardas10931    Pavarde10931    3.32
Vardas10937    Pavarde10937    4.48
Vardas10938    Pavarde10938    2.44
Vardas10939    Pavarde10939    4.96
Vardas10940    Pavarde10940    3.64
Vardas10941    Pavarde10941    4.56
Vardas10942    Pavarde10942    2.64
Vardas10946    Pavarde10946    4.08
Vardas10948    Pavarde10948    2.44
Vardas10949    Pavarde10949    4.04
Vardas10951    Pavarde10951    4.28
Vardas10953    Pavarde10953    4.28
Vardas10956    Pavarde10956     3.8
Vardas10961    Pavarde10961     3.4
Vardas10968    Pavarde10968    4.96
Vardas10970    Pavarde10970    4.04
Vardas10974    Pavarde10974     4.4
Vardas10975    Pavarde10975    4.84
Vardas10976    Pavarde10976    4.76
Vardas10977    Pavarde10977    4.52
Vardas10978    Pavarde10978    3.24
Vardas10979    Pavarde10979    4.08
Vardas10983    Pavarde10983    4.88
Vardas10985    Pavarde10985    3.92
Vardas10987    Pavarde10987     3.6
Vardas10991    Pavarde10991    3.36
Vardas10996    Pavarde10996    4.96
Vardas10998    Pavarde10998    4.92
Vardas11001    Pavarde11001    4.96
Vardas11002    Pavarde11002     3.8
Vardas11004    Pavarde11004    4.16
Vardas11009    Pavarde11009    3.36
Vardas11011    Pavarde11011    4.76
Vardas11015    Pavarde11015    2.64
Vardas11017    Pavarde11017     2.8
Vardas11021    Pavarde11021    2.84
Vardas11030    Pavarde11030    3.68
Vardas11031    Pavarde11031    3.12
Vardas11032    Pavarde11032    4.92
Vardas11033    Pavarde11033    2.56
Vardas11035    Pavarde11035    3.48
Vardas11039    Pavarde11039    1.72
Vardas11040    Pavarde11040    3.52
Vardas11041    Pavarde11041    2.88
Vardas11043    Pavarde11043     3.2
Vardas11048    Pavarde11048    4.44
Vardas11053    Pavarde11053    3.08
Vardas11056    Pavarde11056    4.96
Vardas11057    Pavarde11057    2.04
Vardas11058    Pavarde11058    3.56
Vardas11060    Pavarde11060    4.72
Vardas11062    Pavarde11062    4.04
Vardas11065    Pavarde11065    4.76
Vardas11067    Pavarde11067       3
Vardas11070    Pavarde11070    2.68
Vardas11071    Pavarde11071    4.76
Vardas11074    Pavarde11074    4.16
Vardas11079    Pavarde11079    2.44
Vardas11080    Pavarde11080    3.16
Vardas11081    Pavarde11081       3
Vardas11084    Pavarde11084    3.44
Vardas11088    Pavarde11088    2.44
Vardas11092    Pavarde11092     4.4
Vardas11094    Pavarde11094     2.6
Vardas11095    Pavarde11095    4.36
Vardas11096    Pavarde11096    3.12
Vardas11098    Pavarde11098    4.64
Vardas11100    Pavarde11100     1.8
Vardas11102    Pavarde11102    3.92
Vardas11105    Pavarde11105    4.04
Vardas11109    Pavarde11109    4.72
Vardas11110    Pavarde11110    4.88
Vardas11115    Pavarde11115    2.08
Vardas11121    Pavarde11121    3.84
Vardas11132    Pavarde11132     4.4
Vardas11133    Pavarde11133    4.72
Vardas11134    Pavarde11134    4.96
Vardas11135    Pavarde11135     3.4
Vardas11137    Pavarde11137    4.76
Vardas11139    Pavarde11139     2.6
Vardas11142    Pavarde11142    4.44
Vardas11143    Pavarde11143    4.88
Vardas11146    Pavarde11146    4.64
Vardas11147    Pavarde11147     3.6
Vardas11149    Pavarde11149    3.04
Vardas11151    Pavarde11151     4.4
Vardas11152    Pavarde11152     4.6
Vardas11153    Pavarde11153    3.16
Vardas11154    Pavarde11154    4.88
Vardas11156    Pavarde11156    1.56
Vardas11158    Pavarde11158     4.6
Vardas11159    Pavarde11159    4.72
Vardas11160    Pavarde11160    4.76
Vardas11163    Pavarde11163    4.56
Vardas11165    Pavarde11165     3.6
Vardas11166    Pavarde11166    4.52
Vardas11167    Pavarde11167    4.76
Vardas11168    Pavarde11168     4.6
Vardas11172    Pavarde11172    4.96
Vardas11176    Pavarde11176    3.88
Vardas11180    Pavarde11180    2.52
Vardas11183    Pavarde11183    4.32
Vardas11185    Pavarde11185     4.4
Vardas11193    Pavarde11193    3.24
Vardas11195    Pavarde11195    4.24
Vardas11198    Pavarde11198    3.24
Vardas11199    Pavarde11199    3.92
Vardas11200    Pavarde11200    3.24
Vardas11206    Pavarde11206    3.96
Vardas11207    Pavarde11207    3.96
Vardas11209    Pavarde11209    2.28
Vardas11217    Pavarde11217    4.52
Vardas11222    Pavarde11222       4
Vardas11224    Pavarde11224     3.2
Vardas11225    Pavarde11225    3.08
Vardas11228    Pavarde11228    3.24
Vardas11234    Pavarde11234    1.72
Vardas11239    Pavarde11239    4.64
Vardas11242    Pavarde11242    3.44
Vardas11243    Pavarde11243     4.4
Vardas11244    Pavarde11244    3.32
Vardas11245    Pavarde11245    2.36
Vardas11246    Pavarde11246    4.92
Vardas11247    Pavarde11247    4.24
Vardas11253    Pavarde11253    4.92
Vardas11254    Pavarde11254    2.84
Vardas11255    Pavarde11255    4.24
Vardas11256    Pavarde11256    4.32
Vardas11257    Pavarde11257     4.6
Vardas11262    Pavarde11262    3.24
Vardas11268    Pavarde11268    4.24
Vardas11272    Pavarde11272    4.64
Vardas11273    Pavarde11273    3.44
Vardas11274    Pavarde11274    3.24
Vardas11279    Pavarde11279    3.24
Vardas11282    Pavarde11282    2.52
Vardas11283    Pavarde11283    4.88
Vardas11284    Pavarde11284    3.44
Vardas11288    Pavarde11288    3.16
Vardas11289    Pavarde11289       3
Vardas11290    Pavarde11290    4.68
Vardas11292    Pavarde11292    4.76
Vardas11294    Pavarde11294    4.12
Vardas11295    Pavarde11295    3.76
Vardas11296    Pavarde11296    4.24
Vardas11305    Pavarde11305    2.48
Vardas11306    Pavarde11306    4.96
Vardas11308    Pavarde11308    4.64
Vardas11309    Pavarde11309    4.48
Vardas11310    Pavarde11310    4.52
Vardas11311    Pavarde11311    3.52
Vardas11312    Pavarde11312    4.36
Vardas11314    Pavarde11314    3.12
Vardas11319    Pavarde11319    2.36
Vardas11320    Pavarde11320    3.32
Vardas11321    Pavarde11321    4.28
Vardas11322    Pavarde11322    3.44
Vardas11323    Pavarde11323     4.4
Vardas11325    Pavarde11325    3.76
Vardas11328    Pavarde11328    4.04
Vardas11329    Pavarde11329    2.56
Vardas11332    Pavarde11332     4.2
Vardas11334    Pavarde11334    3.04
Vardas11337    Pavarde11337    2.68
Vardas11338    Pavarde11338    2.92
Vardas11340    Pavarde11340     2.8
Vardas11341    Pavarde11341    2.84
Vardas11345    Pavarde11345    3.48
Vardas11347    Pavarde11347    2.96
Vardas11348    Pavarde11348    4.48
Vardas11350    Pavarde11350    3.88
Vardas11353    Pavarde11353    4.36
Vardas11354    Pavarde11354    3.04
Vardas11359    Pavarde11359    3.64
Vardas11360    Pavarde11360    2.48
Vardas11361    Pavarde11361    4.36
Vardas11363    Pavarde11363    3.36
Vardas11364    Pavarde11364    4.48
Vardas11365    Pavarde11365     3.4
Vardas11366    Pavarde11366    4.32
Vardas11367    Pavarde11367     4.4
Vardas11368    Pavarde11368    4.96
Vardas11369    Pavarde11369    4.28
Vardas11371    Pavarde11371    3.48
Vardas11373    Pavarde11373    2.72
Vardas11374    Pavarde11374     3.6
Vardas11376    Pavarde11376    2.84
Vardas11377    Pavarde11377    3.08
Vardas11379    Pavarde11379    3.84
Vardas11380    Pavarde11380    3.48
Vardas11381    Pavarde11381    3.24
Vardas11382    Pavarde11382    4.92
Vardas11384    Pavarde11384    4.84
Vardas11385    Pavarde11385    2.36
Vardas11391    Pavarde11391    4.72
Vardas11392    Pavarde11392    2.76
Vardas11394    Pavarde11394    1.72
Vardas11395    Pavarde11395       3
Vardas11396    Pavarde11396    2.92
Vardas11410    Pavarde11410     4.6
Vardas11412    Pavarde11412    4.16
Vardas11413    Pavarde11413    4.28
Vardas11415    Pavarde11415    3.92
Vardas11416    Pavarde11416    2.44
Vardas11419    Pavarde11419    4.72
Vardas11420    Pavarde11420    3.04
Vardas11421    Pavarde11421    2.72
Vardas11424    Pavarde11424    4.16
Vardas11427    Pavarde11427    3.52
Vardas11431    Pavarde11431    3.12
Vardas11432    Pavarde11432     3.6
Vardas11433    Pavarde11433     2.6
Vardas11435    Pavarde11435    3.68
Vardas11436    Pavarde11436    4.48
Vardas11440    Pavarde11440    2.44
Vardas11441    Pavarde11441       4
Vardas11443    Pavarde11443    2.28
Vardas11444    Pavarde11444    3.24
Vardas11450    Pavarde11450    3.96
Vardas11451    Pavarde11451    4.12
Vardas11452    Pavarde11452    3.92
Vardas11457    Pavarde11457     3.4
Vardas11459    Pavarde11459    4.48
Vardas11460    Pavarde11460       4
Vardas11463    Pavarde11463    3.52
Vardas11464    Pavarde11464    3.92
Vardas11467    Pavarde11467    4.76
Vardas11470    Pavarde11470    4.84
Vardas11471    Pavarde11471    2.96
Vardas11473    Pavarde11473    3.44
Vardas11475    Pavarde11475    4.52
Vardas11476    Pavarde11476    3.36
Vardas11479    Pavarde11479    3.36
Vardas11480    Pavarde11480       4
Vardas11484    Pavarde11484    4.92
Vardas11493    Pavarde11493     2.2
Vardas11495    Pavarde11495     4.2
Vardas11501    Pavarde11501     3.6
Vardas11502    Pavarde11502     4.2
Vardas11504    Pavarde11504    3.88
Vardas11506    Pavarde11506     3.4
Vardas11507    Pavarde11507    3.52
Vardas11508    Pavarde11508    4.72
Vardas11511    Pavarde11511    3.48
Vardas11512    Pavarde11512    4.48
Vardas11514    Pavarde11514    2.56
Vardas11516    Pavarde11516    4.92
Vardas11522    Pavarde11522       3
Vardas11524    Pavarde11524    4.48
Vardas11531    Pavarde11531    4.48
Vardas11535    Pavarde11535     2.2
Vardas11537    Pavarde11537    4.04
Vardas11541    Pavarde11541    3.28
Vardas11545    Pavarde11545     4.8
Vardas11546    Pavarde11546    3.44
Vardas11549    Pavarde11549    3.84
Vardas11552    Pavarde11552    4.44
Vardas11556    Pavarde11556    3.76
Vardas11559    Pavarde11559    2.28
Vardas11564    Pavarde11564    3.24
Vardas11566    Pavarde11566    4.76
Vardas11571    Pavarde11571    1.96
Vardas11574    Pavarde11574    2.64
Vardas11577    Pavarde11577     4.4
Vardas11579    Pavarde11579    2.96
Vardas11585    Pavarde11585     2.8
Vardas11586    Pavarde11586    3.44
Vardas11592    Pavarde11592    2.36
Vardas11593    Pavarde11593    3.08
Vardas11594    Pavarde11594     3.2
Vardas11595    Pavarde11595     2.4
Vardas11598    Pavarde11598    3.96
Vardas11601    Pavarde11601    3.16
Vardas11602    Pavarde11602    4.36
Vardas11604    Pavarde11604    2.52
Vardas11605    Pavarde11605    3.24
Vardas11606    Pavarde11606    4.36
Vardas11608    Pavarde11608     3.2
Vardas11609    Pavarde11609    2.88
Vardas11612    Pavarde11612    3.48
Vardas11613    Pavarde11613    3.24
Vardas11615    Pavarde11615    2.64
Vardas11616    Pavarde11616     2.6
Vardas11617    Pavarde11617     3.2
Vardas11621    Pavarde11621    3.04
Vardas11624    Pavarde11624    3.48
Vardas11626    Pavarde11626    4.12
Vardas11627    Pavarde11627    4.04
Vardas11630    Pavarde11630    3.44
Vardas11632    Pavarde11632    4.32
Vardas11636    Pavarde11636     2.8
Vardas11637    Pavarde11637     4.2
Vardas11640    Pavarde11640    2.84
Vardas11642    Pavarde11642    2.84
Vardas11643    Pavarde11643    4.16
Vardas11646    Pavarde11646    3.92
Vardas11649    Pavarde11649    3.92
Vardas11650    Pavarde11650    4.12
Vardas11652    Pavarde11652    4.52
Vardas11653    Pavarde11653    4.32
Vardas11656    Pavarde11656    3.08
Vardas11657    Pavarde11657    3.56
Vardas11658    Pavarde11658    3.72
Vardas11661    Pavarde11661    3.08
Vardas11662    Pavarde11662     4.4
